SKU,Description,Property,Product,Territory,Channel,Sales Type,Units,Price,Return Units,Royalty %,Royalty Pay,MONTH,YEAR,Gross Sales,Returns,Net Units,Net Sales,Royalty Payable
SKU4040,Water Bottle,Type-Lined,Stationery,Australia,Wholesale,Direct,60,49.2,1,0.0375,Paid,10,2023,2952.0,49.2,59,2902.8,108.86
SKU4041,Water Bottle,Size-9,Footwear,Europe,Wholesale,Subscription,128,48.69,3,0.0723,Not Applicable,2,2025,6232.32,146.07,125,6086.25,440.04
SKU4042,Backpack,Size-9,Electronics,Europe,Retail,Reseller,86,53.64,5,0.0574,Paid,2,2025,4613.04,268.2,81,4344.84,249.39
SKU4043,Coffee Mug,Color-Blue,Accessories,Canada,Retail,Reseller,9,58.47,0,0.0429,Not Applicable,7,2024,526.23,0.0,9,526.23,22.58
SKU4044,Desk Lamp,Color-Blue,Apparel,Europe,Online,Direct,72,22.08,8,0.0985,Pending,3,2024,1589.76,176.64,64,1413.12,139.19
SKU4045,Notebook,Fit-10 inch,Home Goods,USA,Online,Subscription,108,38.36,9,0.017,Not Applicable,7,2025,4142.88,345.24,99,3797.64,64.56
SKU4046,Pen Set,Size-Medium,Furniture,Canada,Distributor,Subscription,175,99.1,3,0.0229,Not Applicable,12,2024,17342.5,297.3,172,17045.2,390.34
SKU4047,Desk Lamp,Wireless,Stationery,Canada,Retail,Subscription,89,52.77,1,0.0608,Paid,7,2025,4696.53,52.77,88,4643.76,282.34
SKU4048,Tablet Case,Wireless,Stationery,Europe,Wholesale,Subscription,175,25.5,5,0.0523,Processing,12,2023,4462.5,127.5,170,4335.0,226.72
SKU4049,Coffee Mug,Size-9,Accessories,Asia,Online,Direct,158,59.21,6,0.0424,Pending,10,2025,9355.18,355.26,152,8999.92,381.6
SKU4050,Tablet Case,Size-Large,Electronics,Canada,Online,Direct,167,81.76,9,0.0128,Processing,1,2024,13653.92,735.84,158,12918.08,165.35
SKU4051,Notebook,Size-Medium,Furniture,Australia,Online,Subscription,114,87.21,0,0.0515,Not Applicable,8,2023,9941.94,0.0,114,9941.94,512.01
SKU4052,T-Shirt,Fit-10 inch,Office Supplies,Australia,Distributor,Direct,26,45.55,6,0.0279,Not Applicable,12,2023,1184.3,273.3,20,911.0,25.42
SKU4053,Coffee Mug,Size-9,Footwear,Canada,Wholesale,Direct,158,57.07,1,0.0182,Pending,3,2025,9017.06,57.07,157,8959.99,163.07
SKU4054,T-Shirt,Size-Medium,Accessories,USA,Retail,Direct,125,14.37,1,0.023,Processing,11,2025,1796.25,14.37,124,1781.88,40.98
SKU4055,T-Shirt,Wireless,Home Goods,Asia,Wholesale,Subscription,131,31.37,6,0.0398,Paid,10,2024,4109.47,188.22,125,3921.25,156.07
SKU4056,Desk Lamp,Style-Modern,Accessories,USA,Retail,Direct,112,39.96,1,0.0588,Paid,6,2023,4475.52,39.96,111,4435.56,260.81
SKU4057,Water Bottle,Style-Modern,Apparel,Europe,Online,Reseller,184,88.17,9,0.0516,Pending,7,2025,16223.28,793.53,175,15429.75,796.18
SKU4058,Pen Set,Color-Blue,Electronics,Europe,Distributor,Subscription,192,91.21,6,0.0259,Processing,5,2024,17512.32,547.26,186,16965.06,439.4
SKU4059,Coffee Mug,Style-Modern,Home Goods,Canada,Online,Subscription,91,13.01,7,0.0168,Pending,1,2024,1183.91,91.07,84,1092.84,18.36
SKU4060,T-Shirt,Style-Modern,Home Goods,Asia,Wholesale,Reseller,90,10.09,4,0.057,Paid,12,2023,908.1,40.36,86,867.74,49.46
SKU4061,Pen Set,Wireless,Stationery,USA,Retail,Reseller,24,12.66,3,0.0412,Not Applicable,4,2023,303.84,37.98,21,265.86,10.95
SKU4062,T-Shirt,Material-Steel,Accessories,USA,Online,Direct,60,84.93,0,0.0232,Pending,4,2025,5095.8,0.0,60,5095.8,118.22
SKU4063,Sneakers,Color-Blue,Apparel,USA,Distributor,Subscription,26,77.94,4,0.0733,Pending,4,2023,2026.44,311.76,22,1714.68,125.69
SKU4064,Tablet Case,Style-Modern,Furniture,USA,Wholesale,Reseller,151,59.75,4,0.0711,Paid,3,2023,9022.25,239.0,147,8783.25,624.49
SKU4065,Tablet Case,Fit-10 inch,Electronics,USA,Wholesale,Reseller,69,9.02,6,0.0352,Paid,4,2025,622.38,54.12,63,568.26,20.0
SKU4066,Coffee Mug,Material-Steel,Footwear,Europe,Wholesale,Reseller,110,15.85,9,0.058,Paid,4,2023,1743.5,142.65,101,1600.85,92.85
SKU4067,Tablet Case,Type-Lined,Furniture,Canada,Online,Direct,111,21.97,2,0.0962,Not Applicable,2,2024,2438.67,43.94,109,2394.73,230.37
SKU4068,T-Shirt,Size-9,Furniture,Australia,Online,Reseller,189,7.2,9,0.0228,Paid,9,2023,1360.8,64.8,180,1296.0,29.55
SKU4069,Coffee Mug,Color-Blue,Office Supplies,Asia,Online,Subscription,191,24.92,3,0.0683,Paid,2,2023,4759.72,74.76,188,4684.96,319.98
SKU4070,Tablet Case,Fit-10 inch,Home Goods,Europe,Retail,Direct,186,31.3,1,0.0884,Pending,2,2023,5821.8,31.3,185,5790.5,511.88
SKU4071,Tablet Case,Size-Large,Accessories,Europe,Distributor,Subscription,172,72.33,1,0.0847,Pending,1,2023,12440.76,72.33,171,12368.43,1047.61
SKU4072,Backpack,Fit-10 inch,Electronics,Australia,Wholesale,Subscription,153,73.43,7,0.0984,Not Applicable,3,2024,11234.79,514.01,146,10720.78,1054.92
SKU4073,Pen Set,Type-Lined,Footwear,Asia,Distributor,Direct,48,49.63,0,0.0709,Processing,1,2025,2382.24,0.0,48,2382.24,168.9
SKU4074,Pen Set,Type-Lined,Footwear,Europe,Retail,Subscription,105,58.54,8,0.0105,Processing,3,2024,6146.7,468.32,97,5678.38,59.62
SKU4075,T-Shirt,Material-Steel,Electronics,USA,Online,Direct,118,12.84,9,0.0522,Paid,12,2024,1515.12,115.56,109,1399.56,73.06
SKU4076,Desk Lamp,Color-Black,Apparel,USA,Online,Reseller,199,90.18,2,0.0305,Pending,3,2023,17945.82,180.36,197,17765.46,541.85
SKU4077,Notebook,Color-Black,Furniture,Australia,Wholesale,Subscription,23,7.29,0,0.0418,Pending,11,2023,167.67,0.0,23,167.67,7.01
SKU4078,Backpack,Color-Blue,Footwear,Australia,Wholesale,Direct,162,43.27,6,0.0234,Pending,9,2025,7009.74,259.62,156,6750.12,157.95
SKU4079,Water Bottle,Size-Medium,Footwear,Europe,Wholesale,Reseller,100,51.01,0,0.0762,Paid,3,2024,5101.0,0.0,100,5101.0,388.7
SKU4080,Desk Lamp,Color-Black,Accessories,USA,Distributor,Direct,12,85.53,4,0.0261,Processing,7,2025,1026.36,342.12,8,684.24,17.86
SKU4081,Water Bottle,Color-Black,Furniture,Europe,Wholesale,Direct,94,85.41,4,0.0909,Pending,8,2025,8028.54,341.64,90,7686.9,698.74
SKU4082,Water Bottle,Material-Steel,Apparel,Australia,Online,Subscription,99,47.3,2,0.055,Processing,4,2025,4682.7,94.6,97,4588.1,252.35
SKU4083,Headphones,Type-Lined,Office Supplies,USA,Online,Reseller,41,62.56,6,0.0624,Pending,1,2023,2564.96,375.36,35,2189.6,136.63
SKU4084,Coffee Mug,Wireless,Apparel,Australia,Wholesale,Subscription,95,64.82,0,0.0709,Paid,9,2025,6157.9,0.0,95,6157.9,436.6
SKU4085,Desk Lamp,Color-Black,Stationery,Australia,Online,Reseller,172,5.57,5,0.0761,Pending,4,2025,958.04,27.85,167,930.19,70.79
SKU4086,T-Shirt,Color-Blue,Accessories,USA,Retail,Direct,160,7.92,9,0.0482,Pending,9,2024,1267.2,71.28,151,1195.92,57.64
SKU4087,T-Shirt,Type-Lined,Stationery,USA,Wholesale,Reseller,156,97.66,3,0.0418,Paid,1,2024,15234.96,292.98,153,14941.98,624.57
SKU4088,T-Shirt,Size-9,Office Supplies,Asia,Online,Subscription,187,22.88,9,0.011,Paid,8,2024,4278.56,205.92,178,4072.64,44.8
SKU4089,Headphones,Size-Large,Accessories,Asia,Retail,Direct,135,77.46,5,0.0598,Not Applicable,9,2023,10457.1,387.3,130,10069.8,602.17
SKU4090,Coffee Mug,Color-Blue,Home Goods,Australia,Distributor,Reseller,195,29.74,9,0.0997,Paid,11,2025,5799.3,267.66,186,5531.64,551.5
SKU4091,Desk Lamp,Fit-10 inch,Footwear,USA,Wholesale,Reseller,198,17.6,9,0.0703,Paid,1,2023,3484.8,158.4,189,3326.4,233.85
SKU4092,Tablet Case,Color-Black,Office Supplies,USA,Online,Reseller,44,53.35,2,0.0793,Pending,3,2025,2347.4,106.7,42,2240.7,177.69
SKU4093,Tablet Case,Color-Black,Stationery,Asia,Online,Direct,12,94.71,9,0.0297,Pending,5,2025,1136.52,852.39,3,284.13,8.44
SKU4094,T-Shirt,Size-Large,Electronics,Asia,Online,Reseller,51,96.47,2,0.0977,Processing,9,2025,4919.97,192.94,49,4727.03,461.83
SKU4095,Pen Set,Size-Medium,Accessories,Europe,Retail,Subscription,194,40.9,1,0.0114,Not Applicable,4,2023,7934.6,40.9,193,7893.7,89.99
SKU4096,T-Shirt,Size-Large,Accessories,USA,Distributor,Subscription,10,49.39,3,0.0975,Processing,8,2023,493.9,148.17,7,345.73,33.71
SKU4097,Headphones,Size-Medium,Apparel,Australia,Wholesale,Reseller,9,62.62,0,0.0175,Pending,6,2025,563.58,0.0,9,563.58,9.86
SKU4098,Coffee Mug,Size-9,Footwear,Australia,Retail,Reseller,149,57.2,8,0.0993,Not Applicable,9,2024,8522.8,457.6,141,8065.2,800.87
SKU4099,Tablet Case,Color-Blue,Apparel,Europe,Distributor,Subscription,143,42.03,1,0.0494,Processing,6,2025,6010.29,42.03,142,5968.26,294.83
SKU4100,Water Bottle,Size-9,Furniture,Europe,Online,Reseller,173,34.38,6,0.0326,Pending,11,2023,5947.74,206.28,167,5741.46,187.17
SKU4101,Notebook,Size-Large,Office Supplies,USA,Online,Subscription,107,67.13,8,0.066,Pending,9,2023,7182.91,537.04,99,6645.87,438.63
SKU4102,Pen Set,Material-Steel,Apparel,Australia,Online,Subscription,84,45.11,9,0.0924,Processing,5,2023,3789.24,405.99,75,3383.25,312.61
SKU4103,Coffee Mug,Material-Steel,Footwear,Asia,Distributor,Subscription,104,12.21,4,0.0213,Pending,9,2023,1269.84,48.84,100,1221.0,26.01
SKU4104,Water Bottle,Color-Blue,Accessories,USA,Online,Subscription,86,64.18,8,0.0155,Processing,7,2024,5519.48,513.44,78,5006.04,77.59
SKU4105,Tablet Case,Fit-10 inch,Electronics,Europe,Wholesale,Subscription,191,21.02,0,0.012,Pending,6,2023,4014.82,0.0,191,4014.82,48.18
SKU4106,Desk Lamp,Size-9,Accessories,Asia,Retail,Direct,96,88.05,7,0.0624,Not Applicable,4,2025,8452.8,616.35,89,7836.45,488.99
SKU4107,Tablet Case,Fit-10 inch,Accessories,Canada,Retail,Subscription,161,10.75,2,0.0499,Paid,3,2024,1730.75,21.5,159,1709.25,85.29
SKU4108,Coffee Mug,Material-Steel,Electronics,Asia,Wholesale,Reseller,100,20.91,2,0.0225,Processing,3,2024,2091.0,41.82,98,2049.18,46.11
SKU4109,Backpack,Size-9,Stationery,Australia,Retail,Direct,46,70.43,6,0.0933,Processing,9,2025,3239.78,422.58,40,2817.2,262.84
SKU4110,Headphones,Size-Medium,Stationery,Asia,Retail,Direct,145,49.74,1,0.0449,Processing,11,2024,7212.3,49.74,144,7162.56,321.6
SKU4111,Coffee Mug,Color-Blue,Home Goods,Canada,Retail,Subscription,39,82.44,5,0.0957,Paid,3,2023,3215.16,412.2,34,2802.96,268.24
SKU4112,Notebook,Type-Lined,Electronics,Asia,Distributor,Subscription,138,20.08,4,0.0135,Processing,8,2024,2771.04,80.32,134,2690.72,36.32
SKU4113,Sneakers,Wireless,Accessories,Canada,Online,Direct,85,24.37,7,0.0455,Not Applicable,12,2023,2071.45,170.59,78,1900.86,86.49
SKU4114,Notebook,Fit-10 inch,Footwear,Europe,Retail,Reseller,106,38.42,2,0.0274,Paid,7,2025,4072.52,76.84,104,3995.68,109.48
SKU4115,Desk Lamp,Wireless,Electronics,Australia,Retail,Direct,134,63.75,6,0.0616,Pending,2,2025,8542.5,382.5,128,8160.0,502.66
SKU4116,Desk Lamp,Style-Modern,Electronics,Canada,Online,Reseller,30,36.9,2,0.074,Paid,7,2023,1107.0,73.8,28,1033.2,76.46
SKU4117,T-Shirt,Style-Modern,Electronics,Australia,Retail,Reseller,54,41.4,0,0.0906,Not Applicable,10,2025,2235.6,0.0,54,2235.6,202.55
SKU4118,Desk Lamp,Color-Black,Accessories,Europe,Distributor,Reseller,185,13.73,1,0.0143,Pending,5,2025,2540.05,13.73,184,2526.32,36.13
SKU4119,T-Shirt,Type-Lined,Stationery,Canada,Wholesale,Reseller,62,72.62,8,0.0167,Pending,8,2023,4502.44,580.96,54,3921.48,65.49
SKU4120,Coffee Mug,Material-Steel,Footwear,USA,Distributor,Subscription,144,70.63,1,0.0701,Processing,4,2023,10170.72,70.63,143,10100.09,708.02
SKU4121,Water Bottle,Material-Steel,Office Supplies,Canada,Wholesale,Reseller,173,33.83,4,0.0509,Processing,7,2023,5852.59,135.32,169,5717.27,291.01
SKU4122,Headphones,Material-Steel,Apparel,Australia,Online,Direct,145,18.03,0,0.0793,Pending,8,2024,2614.35,0.0,145,2614.35,207.32
SKU4123,Sneakers,Type-Lined,Stationery,USA,Wholesale,Direct,85,69.93,9,0.0107,Pending,3,2023,5944.05,629.37,76,5314.68,56.87
SKU4124,Notebook,Color-Blue,Office Supplies,Asia,Distributor,Direct,93,72.93,0,0.0841,Not Applicable,7,2024,6782.49,0.0,93,6782.49,570.41
SKU4125,Water Bottle,Wireless,Stationery,Europe,Retail,Subscription,164,46.05,5,0.0403,Not Applicable,2,2025,7552.2,230.25,159,7321.95,295.07
SKU4126,Backpack,Type-Lined,Apparel,Asia,Online,Direct,180,95.93,8,0.0336,Not Applicable,6,2023,17267.4,767.44,172,16499.96,554.4
SKU4127,Backpack,Material-Steel,Accessories,Asia,Retail,Subscription,139,93.8,3,0.0454,Processing,3,2025,13038.2,281.4,136,12756.8,579.16
SKU4128,Headphones,Size-9,Home Goods,Asia,Wholesale,Reseller,148,80.11,2,0.0843,Not Applicable,9,2025,11856.28,160.22,146,11696.06,985.98
SKU4129,Sneakers,Style-Modern,Furniture,USA,Wholesale,Direct,51,86.22,0,0.0994,Not Applicable,9,2024,4397.22,0.0,51,4397.22,437.08
SKU4130,Pen Set,Color-Blue,Furniture,Canada,Distributor,Direct,57,68.13,5,0.0291,Processing,7,2024,3883.41,340.65,52,3542.76,103.09
SKU4131,Notebook,Size-Medium,Office Supplies,Canada,Retail,Reseller,86,42.93,2,0.0979,Paid,1,2025,3691.98,85.86,84,3606.12,353.04
SKU4132,Desk Lamp,Type-Lined,Electronics,Europe,Wholesale,Direct,66,65.92,4,0.0828,Processing,11,2023,4350.72,263.68,62,4087.04,338.41
SKU4133,Headphones,Fit-10 inch,Furniture,Canada,Online,Direct,109,61.86,7,0.0959,Paid,4,2023,6742.74,433.02,102,6309.72,605.1
SKU4134,Water Bottle,Material-Steel,Stationery,Australia,Wholesale,Direct,65,29.31,9,0.0909,Processing,9,2023,1905.15,263.79,56,1641.36,149.2
SKU4135,Backpack,Wireless,Electronics,Australia,Wholesale,Reseller,103,67.88,6,0.0556,Processing,8,2024,6991.64,407.28,97,6584.36,366.09
SKU4136,Backpack,Type-Lined,Furniture,Asia,Online,Direct,49,33.5,8,0.067,Paid,5,2024,1641.5,268.0,41,1373.5,92.02
SKU4137,Coffee Mug,Material-Steel,Accessories,Europe,Distributor,Direct,171,22.69,1,0.0844,Processing,10,2025,3879.99,22.69,170,3857.3,325.56
SKU4138,Water Bottle,Color-Blue,Electronics,Asia,Online,Direct,7,9.67,1,0.0664,Paid,9,2025,67.69,9.67,6,58.02,3.85
SKU4139,Sneakers,Size-Medium,Accessories,Canada,Distributor,Reseller,183,27.67,3,0.0228,Processing,7,2024,5063.61,83.01,180,4980.6,113.56
SKU4140,T-Shirt,Material-Steel,Stationery,Australia,Distributor,Reseller,60,12.68,7,0.0306,Processing,7,2025,760.8,88.76,53,672.04,20.56
SKU4141,Headphones,Size-Medium,Footwear,Australia,Distributor,Direct,108,13.5,9,0.0148,Processing,2,2024,1458.0,121.5,99,1336.5,19.78
SKU4142,T-Shirt,Size-9,Home Goods,Australia,Distributor,Subscription,29,23.05,3,0.0443,Processing,7,2024,668.45,69.15,26,599.3,26.55
SKU4143,Water Bottle,Type-Lined,Accessories,Europe,Wholesale,Reseller,130,87.21,4,0.099,Not Applicable,2,2023,11337.3,348.84,126,10988.46,1087.86
SKU4144,Pen Set,Fit-10 inch,Apparel,Europe,Retail,Direct,165,22.84,7,0.0703,Paid,11,2024,3768.6,159.88,158,3608.72,253.69
SKU4145,Water Bottle,Color-Blue,Stationery,Europe,Retail,Direct,197,81.34,2,0.024,Paid,2,2024,16023.98,162.68,195,15861.3,380.67
SKU4146,Headphones,Size-Large,Home Goods,Australia,Online,Reseller,136,66.84,2,0.0801,Pending,10,2023,9090.24,133.68,134,8956.56,717.42
SKU4147,Notebook,Fit-10 inch,Apparel,Europe,Wholesale,Subscription,45,62.27,5,0.0852,Processing,11,2025,2802.15,311.35,40,2490.8,212.22
SKU4148,Backpack,Color-Blue,Office Supplies,Asia,Online,Reseller,109,49.12,8,0.0362,Pending,8,2024,5354.08,392.96,101,4961.12,179.59
SKU4149,Backpack,Material-Steel,Stationery,Canada,Retail,Direct,118,34.98,5,0.0412,Pending,5,2024,4127.64,174.9,113,3952.74,162.85
SKU4150,Headphones,Color-Black,Home Goods,Europe,Retail,Direct,141,29.6,0,0.0956,Processing,1,2025,4173.6,0.0,141,4173.6,399.0
SKU4151,Coffee Mug,Wireless,Stationery,Australia,Online,Subscription,86,21.33,7,0.0491,Not Applicable,9,2025,1834.38,149.31,79,1685.07,82.74
SKU4152,Headphones,Wireless,Home Goods,USA,Distributor,Subscription,125,29.24,4,0.0236,Processing,3,2023,3655.0,116.96,121,3538.04,83.5
SKU4153,Coffee Mug,Color-Blue,Furniture,Europe,Retail,Direct,158,29.29,6,0.0361,Processing,1,2023,4627.82,175.74,152,4452.08,160.72
SKU4154,Desk Lamp,Type-Lined,Footwear,USA,Retail,Subscription,11,80.72,8,0.0554,Processing,10,2023,887.92,645.76,3,242.16,13.42
SKU4155,Tablet Case,Material-Steel,Accessories,USA,Distributor,Direct,127,18.65,1,0.0248,Paid,7,2024,2368.55,18.65,126,2349.9,58.28
SKU4156,Headphones,Wireless,Stationery,Asia,Wholesale,Subscription,168,73.48,5,0.0975,Processing,6,2023,12344.64,367.4,163,11977.24,1167.78
SKU4157,Coffee Mug,Type-Lined,Furniture,Australia,Online,Reseller,18,23.95,3,0.0778,Pending,3,2025,431.1,71.85,15,359.25,27.95
SKU4158,Backpack,Color-Blue,Office Supplies,Europe,Retail,Direct,140,77.4,5,0.0961,Pending,1,2025,10836.0,387.0,135,10449.0,1004.15
SKU4159,Coffee Mug,Size-9,Apparel,Europe,Retail,Direct,183,82.43,3,0.0476,Paid,5,2025,15084.69,247.29,180,14837.4,706.26
SKU4160,Water Bottle,Color-Blue,Accessories,USA,Wholesale,Reseller,141,6.02,3,0.0862,Processing,3,2024,848.82,18.06,138,830.76,71.61
SKU4161,T-Shirt,Wireless,Home Goods,Canada,Online,Reseller,125,20.18,4,0.0202,Processing,8,2023,2522.5,80.72,121,2441.78,49.32
SKU4162,Notebook,Color-Black,Footwear,Asia,Online,Subscription,77,35.8,2,0.0239,Not Applicable,2,2025,2756.6,71.6,75,2685.0,64.17
SKU4163,Backpack,Color-Black,Furniture,Canada,Distributor,Reseller,197,57.25,8,0.0864,Processing,6,2024,11278.25,458.0,189,10820.25,934.87
SKU4164,Backpack,Size-Medium,Apparel,Asia,Retail,Reseller,81,45.9,7,0.0823,Processing,8,2023,3717.9,321.3,74,3396.6,279.54
SKU4165,Backpack,Style-Modern,Accessories,Asia,Retail,Reseller,47,70.88,9,0.0648,Processing,6,2025,3331.36,637.92,38,2693.44,174.53
SKU4166,Backpack,Style-Modern,Accessories,Canada,Retail,Reseller,136,65.96,5,0.074,Not Applicable,6,2024,8970.56,329.8,131,8640.76,639.42
SKU4167,Notebook,Size-Medium,Electronics,Europe,Wholesale,Subscription,110,48.48,7,0.027,Processing,7,2025,5332.8,339.36,103,4993.44,134.82
SKU4168,Coffee Mug,Style-Modern,Apparel,USA,Wholesale,Subscription,80,79.64,7,0.08,Processing,9,2024,6371.2,557.48,73,5813.72,465.1
SKU4169,Tablet Case,Size-Large,Stationery,Australia,Retail,Subscription,10,93.31,9,0.0474,Pending,12,2023,933.1,839.79,1,93.31,4.42
SKU4170,Tablet Case,Wireless,Home Goods,USA,Wholesale,Subscription,187,93.31,8,0.0974,Pending,9,2023,17448.97,746.48,179,16702.49,1626.82
SKU4171,T-Shirt,Material-Steel,Home Goods,Europe,Retail,Reseller,72,23.16,2,0.0307,Pending,7,2025,1667.52,46.32,70,1621.2,49.77
SKU4172,Tablet Case,Size-Large,Accessories,Europe,Wholesale,Direct,49,59.04,9,0.0234,Not Applicable,11,2023,2892.96,531.36,40,2361.6,55.26
SKU4173,Tablet Case,Color-Blue,Furniture,Canada,Wholesale,Reseller,15,99.11,6,0.0292,Pending,5,2025,1486.65,594.66,9,891.99,26.05
SKU4174,Water Bottle,Wireless,Office Supplies,USA,Distributor,Subscription,184,91.73,5,0.0155,Pending,2,2023,16878.32,458.65,179,16419.67,254.5
SKU4175,Notebook,Style-Modern,Accessories,Canada,Distributor,Reseller,139,45.57,6,0.0426,Not Applicable,4,2023,6334.23,273.42,133,6060.81,258.19
SKU4176,Headphones,Style-Modern,Electronics,USA,Wholesale,Reseller,35,87.73,4,0.0198,Not Applicable,1,2024,3070.55,350.92,31,2719.63,53.85
SKU4177,Water Bottle,Style-Modern,Office Supplies,Europe,Wholesale,Direct,135,96.98,2,0.0363,Paid,11,2024,13092.3,193.96,133,12898.34,468.21
SKU4178,Headphones,Style-Modern,Stationery,Europe,Distributor,Direct,188,21.65,8,0.0866,Not Applicable,4,2024,4070.2,173.2,180,3897.0,337.48
SKU4179,T-Shirt,Material-Steel,Furniture,Australia,Online,Reseller,59,98.61,3,0.0403,Paid,4,2023,5817.99,295.83,56,5522.16,222.54
SKU4180,Tablet Case,Fit-10 inch,Footwear,USA,Distributor,Direct,178,22.26,5,0.071,Not Applicable,2,2023,3962.28,111.3,173,3850.98,273.42
SKU4181,Notebook,Size-Large,Apparel,Australia,Retail,Reseller,113,39.67,0,0.0396,Not Applicable,9,2023,4482.71,0.0,113,4482.71,177.52
SKU4182,Notebook,Size-9,Footwear,Europe,Distributor,Reseller,155,74.36,9,0.0213,Not Applicable,5,2023,11525.8,669.24,146,10856.56,231.24
SKU4183,T-Shirt,Type-Lined,Apparel,Europe,Distributor,Reseller,46,11.56,1,0.0837,Pending,2,2025,531.76,11.56,45,520.2,43.54
SKU4184,Water Bottle,Wireless,Electronics,Asia,Retail,Subscription,124,34.93,3,0.058,Paid,5,2025,4331.32,104.79,121,4226.53,245.14
SKU4185,Coffee Mug,Size-9,Electronics,Asia,Online,Direct,32,32.72,4,0.0189,Not Applicable,9,2023,1047.04,130.88,28,916.16,17.32
SKU4186,Pen Set,Type-Lined,Footwear,Australia,Online,Direct,161,59.54,1,0.0651,Paid,3,2025,9585.94,59.54,160,9526.4,620.17
SKU4187,Backpack,Color-Black,Electronics,Canada,Distributor,Reseller,133,19.45,4,0.071,Pending,5,2023,2586.85,77.8,129,2509.05,178.14
SKU4188,Desk Lamp,Size-9,Home Goods,Canada,Wholesale,Reseller,177,14.27,8,0.0955,Not Applicable,4,2025,2525.79,114.16,169,2411.63,230.31
SKU4189,Headphones,Fit-10 inch,Apparel,Europe,Online,Subscription,47,93.88,3,0.0442,Processing,12,2024,4412.36,281.64,44,4130.72,182.58
SKU4190,T-Shirt,Material-Steel,Home Goods,Asia,Wholesale,Direct,10,46.69,2,0.0527,Pending,7,2024,466.9,93.38,8,373.52,19.68
SKU4191,T-Shirt,Size-Medium,Accessories,Europe,Online,Reseller,108,49.87,2,0.095,Paid,11,2024,5385.96,99.74,106,5286.22,502.19
SKU4192,Tablet Case,Color-Blue,Footwear,Australia,Online,Reseller,32,95.1,9,0.0101,Processing,6,2024,3043.2,855.9,23,2187.3,22.09
SKU4193,Tablet Case,Type-Lined,Apparel,Australia,Wholesale,Direct,11,27.93,5,0.0709,Not Applicable,8,2024,307.23,139.65,6,167.58,11.88
SKU4194,Pen Set,Size-Medium,Footwear,USA,Distributor,Direct,91,80.46,4,0.0537,Not Applicable,2,2025,7321.86,321.84,87,7000.02,375.9
SKU4195,Backpack,Size-9,Electronics,USA,Wholesale,Subscription,148,18.67,3,0.0851,Not Applicable,5,2025,2763.16,56.01,145,2707.15,230.38
SKU4196,Desk Lamp,Size-9,Home Goods,Canada,Online,Direct,70,77.99,0,0.0961,Processing,3,2025,5459.3,0.0,70,5459.3,524.64
SKU4197,Tablet Case,Style-Modern,Apparel,Australia,Retail,Reseller,184,66.37,4,0.0436,Processing,1,2025,12212.08,265.48,180,11946.6,520.87
SKU4198,Desk Lamp,Material-Steel,Apparel,Australia,Wholesale,Reseller,57,8.62,2,0.0639,Pending,11,2023,491.34,17.24,55,474.1,30.29
SKU4199,Tablet Case,Wireless,Furniture,Europe,Retail,Subscription,100,79.93,1,0.0918,Pending,12,2023,7993.0,79.93,99,7913.07,726.42
SKU4200,Water Bottle,Material-Steel,Home Goods,Asia,Wholesale,Direct,119,97.83,8,0.0939,Processing,4,2024,11641.77,782.64,111,10859.13,1019.67
SKU4201,Pen Set,Fit-10 inch,Home Goods,USA,Online,Reseller,65,6.28,9,0.0181,Paid,3,2023,408.2,56.52,56,351.68,6.37
SKU4202,Sneakers,Size-Medium,Accessories,USA,Distributor,Subscription,150,41.25,0,0.0254,Processing,1,2025,6187.5,0.0,150,6187.5,157.16
SKU4203,Desk Lamp,Type-Lined,Furniture,Asia,Wholesale,Subscription,66,94.01,1,0.0494,Paid,12,2025,6204.66,94.01,65,6110.65,301.87
SKU4204,Tablet Case,Size-9,Office Supplies,Europe,Distributor,Direct,28,64.53,0,0.0911,Processing,11,2023,1806.84,0.0,28,1806.84,164.6
SKU4205,Water Bottle,Fit-10 inch,Electronics,Canada,Distributor,Subscription,37,49.67,1,0.0545,Not Applicable,7,2023,1837.79,49.67,36,1788.12,97.45
SKU4206,Pen Set,Size-Medium,Electronics,Europe,Distributor,Subscription,70,61.61,3,0.0575,Processing,10,2025,4312.7,184.83,67,4127.87,237.35
SKU4207,Desk Lamp,Style-Modern,Apparel,Canada,Wholesale,Reseller,77,40.13,8,0.067,Pending,9,2025,3090.01,321.04,69,2768.97,185.52
SKU4208,Headphones,Size-Medium,Furniture,Canada,Retail,Reseller,52,28.7,0,0.094,Processing,2,2023,1492.4,0.0,52,1492.4,140.29
SKU4209,Coffee Mug,Color-Black,Stationery,Australia,Distributor,Reseller,99,64.12,5,0.0703,Processing,4,2023,6347.88,320.6,94,6027.28,423.72
SKU4210,Water Bottle,Size-Large,Accessories,Europe,Online,Reseller,75,75.66,7,0.0643,Not Applicable,3,2025,5674.5,529.62,68,5144.88,330.82
SKU4211,Pen Set,Color-Blue,Stationery,USA,Online,Subscription,157,81.24,5,0.0501,Processing,5,2024,12754.68,406.2,152,12348.48,618.66
SKU4212,Notebook,Fit-10 inch,Electronics,Europe,Distributor,Reseller,142,67.49,3,0.0349,Paid,12,2023,9583.58,202.47,139,9381.11,327.4
SKU4213,Coffee Mug,Size-Large,Office Supplies,USA,Retail,Reseller,84,66.94,3,0.0861,Processing,2,2025,5622.96,200.82,81,5422.14,466.85
